str_no_string|NO STRING!
str_tutorial_training_ground_horseman_text_4|击 打 下 一 个 上 面 有 箭 头 的 假 人 ！ 
str_tutorial_training_ground_horseman_text_5|射 击 上 面 有 箭 头 的 箭 靶 ！ 
str_tutorial_training_ground_horseman_text_6|你 成 功 地 完 成 了 练 习 。 现 在 回 到 教 练 那 儿 去 和 他 谈 谈 。 
str_the_great_lords_of_your_kingdom_plan_to_gather_at_your_hall_in_s10_for_a_feast|你 王 国 的 大 领 主 们 准 备 聚 集 在 你 {s10}的 大 厅 里 举 行 茶 会 
str_your_previous_court_some_time_ago|你 之 前 的 求 爱 过 了 一 段 时 间 ， 
str_awaiting_the_capture_of_a_fortress_which_can_serve_as_your_court|等 待 夺 回 一 座 要 塞 作 为 你 的 宫 殿 。 
str_but_if_this_goes_badly|我 会 重 视 你 的 建 议 。 但 如 果 搞 砸 了 ， 我 要 追 究 你 的 责 任 。 
str_i_realize_that_you_are_on_good_terms_with_s4_but_we_ask_you_to_do_this_for_the_good_of_the_realm|我 了 解 你 和 {s4}关 系 很 好 ， 但 这 都 是 为 了 国 家 的 利 益 
str_i_realize_that_you_are_on_good_terms_with_s4_but_the_blow_will_hurt_him_more|我 了 解 你 和 {s4}关 系 很 好 ， 但 这 仅 仅 意 味 着 你 对 他 的 打 击 将 更 大 ！ 
str_killed_bandit_at_alley_fight|这 个 商 人 带 你 进 入 了 他 的 房 子 。 刚 一 进 去 ， 他 就 倚 在 门 边 ， 朝 着 街 道 望 了 一 阵 子 。 在 确 认 没 有 被 人 跟 踪 之 后 ， 他 走 近 你 ， 说 道 ……
str_wounded_by_bandit_at_alley_fight|你 被 击 倒 了 。 可 是 ， 在 你 失 去 知 觉 之 前 ， 你 听 到 喊 叫 声 和 奔 跑 的 脚 步 声 …… 你 醒 过 来 发 现 自 己 在 室 内 ， 虚 弱 但 还 活 着 。 
str_cannot_leave_now|现 在 不 能 离 开 。 
str_press_tab_to_exit_from_town|按 下 Tab 键 马 上 离 开 。 游 戏 中 你 可 以 通 过 按 Tab 键 ， 快 速 离 开 任 何 地 方 。 
str_find_the_lair_near_s9_and_free_the_brother_of_the_prominent_s10_merchant|找 到 {s9}附 近 的 匪 巢 ， 解 救 {s10}的 商 人 的 兄 弟 。 
str_please_sir_my_lady_go_find_some_volunteers_i_do_not_know_how_much_time_we_have|{先 生 /尊 敬 的 女 士 }， 如 果 你 想 对 得 起 我 给 予 你 的 信 任 ， 那 么 请 快 一 点 行 动 。 赶 紧 去 找 些 帮 手 吧 ， 我 真 不 知 道 我 们 还 有 多 少 时 间 了 。 
str_you_need_more_men_sir_my_lady|看 吧 ， 你 需 要 更 多 的 人 手 。 目 前 你 的 队 伍 人 数 只 有 {reg0}。 如 果 你 带 领 太 少 的 人 去 进 攻 他 们 ， 也 许 会 被 困 在 他 们 的 老 巢 ， 这 不 在 我 们 的 计 划 之 中 ， 别 冒 险 。 去 那 些 村 庄 招 募 更 多 的 人 ， 然 后 以 其 人 之 道 还 治 其 人 之 身 。 
str_good_you_have_enough_men|好 ， 很 好 。 你 干 得 真 漂 亮 。 现 在 你 已 经 有 足 够 多 的 人 马 了 ， 去 给 那 些 强 盗 当 头 一 棒 ， 用 武 力 让 他 们 说 出 怎 样 才 能 找 到 他 们 的 老 巢 。 
str_do_not_waste_time_go_and_learn_where_my_brother_is|你 看 ， {先 生 /尊 敬 的 女 士 }。 时 间 有 点 紧 张 了 ， 现 在 ， 如 果 你 能 去 找 到 他 们 藏 匿 我 兄 弟 的 地 方 ， 我 会 很 感 激 的 。 
str_start_up_quest_message_1|{s9}希 望 你 在 周 边 的 村 庄 至 少 招 募 到 5 个 人 ， 完 成 之 后 ， 再 去 找 他 谈 谈 。 他 在 {s1}的 酒 馆 。 
str_start_up_quest_message_2|找 到 并 打 败 一 队 出 没 于 {s9}附 近 的 强 盗 ， 弄 清 楚 你 雇 主 的 兄 弟 被 关 在 哪 里 。 
str_start_up_quest_message_3|从 {s9}附 近 的 匪 巢 救 出 商 人 的 兄 弟 。 
str_start_up_first_quest|你 接 到 了 你 的 第 一 个 任 务 。 游 戏 中 ， 你 可 以 按 Q 键 随 时 查 看 任 务 日 志 。 
str_reason_1|我 们 现 在 的 目 标 拥 有 巨 大 的 价 值 。 
str_reason_2|对 {s8}的 攻 击 给 我 们 国 家 造 成 了 极 大 的 危 险 。 
str_reason_3|我 们 认 为 {s8}受 到 了 更 严 重 的 威 胁 
str_reason_4|也 许 是 因 为 该 区 域 敌 军 的 规 模 。 
str_reason_5|我 不 确 定 。 
str_reason_6|我 们 不 知 道 它 的 防 守 有 多 强 硬 。 
str_reason_7|我 们 认 为 它 的 防 守 很 强 硬 。 
str_reason_8|我 们 认 为 它 的 防 守 还 可 以 。 
str_reason_9|我 们 认 为 它 的 防 守 很 虚 弱 。 
str_has_decided_that_an_attack_on_|已 决 定 进 攻 
str_this_would_be_better_worth_the_effort|考 虑 到 它 的 价 值 ， 以 及 它 的 距 离 ， 还 有 可 能 的 防 守 人 数 ， 很 值 得 放 手 一 搏 。 
str_has_decided_to_defend_|已 决 定 防 守 
str_before_going_offensive_we_should_protect_our_lands_if_there_is_any_threat_so_this_can_be_reason_marshall_choosed_defending_s4|在 进 攻 之 前 我 们 应 该 保 护 我 们 的 领 地 不 受 任 何 威 胁 。 所 以 这 可 以 说 服 元 帅 选 择 防 守 {s4}。 
str_are_you_all_right|现 在 …… 让 我 给 你 说 说 我 的 麻 烦 事 儿 
str_you_are_awake|哈 ， 你 太 弱 了 。 看 到 你 还 能 走 路 真 是 太 好 了 。 你 真 走 运 我 们 还 能 接 着 前 进 。 我 那 时 正 在 和 哨 兵 说 话 ， 一 听 到 打 斗 声 就 跑 过 来 看 发 生 了 什 么 。 我 们 没 能 及 时 赶 到 让 你 不 被 打 倒 ， 但 是 我 们 也 许 救 了 你 的 性 命 …… 现 在 …… 也 许 你 能 帮 助 我 ……
str_save_town_from_bandits|从 强 盗 手 中 救 回 {s9}。 
str_you_fought_well_at_town_fight_survived|哈 ！ 干 得 好 ！ 我 看 见 你 至 少 干 掉 了 三 个 敌 人 。 保 持 这 样 的 表 现 ， 继 续 战 斗 下 去 ， 你 一 定 会 在 这 片 大 陆 上 扬 名 立 万 的 。 
str_you_fought_normal_at_town_fight_survived|干 得 好 ！ 我 听 说 你 干 掉 了 一 两 个 混 蛋 ， 而 自 己 却 毫 发 无 伤 。 对 于 一 场 战 斗 来 说 ， 没 有 什 么 比 这 样 的 结 果 更 好 了 ……
str_you_fought_bad_at_town_fight_survived|嗯 ， 敌 人 一 命 归 天 ， 而 你 看 上 去 没 什 么 问 题 。 当 你 考 虑 了 所 有 情 况 之 后 ， 这 才 是 战 斗 最 重 要 的 结 果 。 
str_you_fought_well_at_town_fight|啊 ！ 你 醒 了 。 你 被 狠 狠 地 打 了 一 下 ， 看 ， 打 在 了 这 个 部 位 。 不 过 我 还 有 个 好 消 息 ， 我 们 击 败 他 们 了 。 虽 然 你 倒 下 了 ， 可 在 此 之 前 ， 你 确 实 给 了 他 们 沉 重 的 打 击 。 要 是 你 没 能 活 过 来 ， 那 一 切 就 太 糟 糕 了 。 我 很 感 激 你 ……
str_you_wounded_at_town_fight|啊 ！ 你 活 过 来 了 。 这 下 我 们 能 宽 慰 一 点 了 。 你 被 狠 狠 地 打 了 一 下 ， 看 ， 打 在 了 这 个 部 位 。 我 不 知 道 你 到 底 干 掉 了 几 个 敌 人 ， 不 过 谢 天 谢 地 ， 其 余 的 人 最 终 把 他 们 打 败 了 。 我 们 得 为 你 安 排 进 一 步 的 治 疗 ……
str_you_fought_well_at_town_fight_survived_answer|让 所 有 恶 人 都 为 {playername}之 名 而 战 栗 吧 ！ 
str_you_fought_normal_at_town_fight_survived_answer|啊 ， 好 吧 ， 我 所 做 的 其 实 很 有 限 ， 能 够 跟 其 他 人 在 一 起 让 我 觉 得 很 自 豪 。 
str_you_fought_bad_at_town_fight_survived_answer|嗯 ， 我 正 准 备 干 掉 一 个 家 伙 ， 就 滑 倒 在 血 水 里 了 ， 你 懂 的 ……
str_you_fought_well_at_town_fight_answer|啊 ， 好 吧 。 我 想 我 不 会 介 意 因 为 正 当 理 由 而 挨 上 的 一 击 。 
str_you_wounded_at_town_fight_answer|对 。 我 是 应 该 更 小 心 些 。 
str_unfortunately_reg0_civilians_wounded_during_fight_more|不 幸 的 是 ， 我 手 下 的 小 伙 子 们 大 约 有 {reg0}个 人 受 伤 了 。 我 得 去 看 看 他 们 。 
str_unfortunately_reg0_civilians_wounded_during_fight|不 幸 的 是 ， 我 的 一 个 手 下 受 了 很 重 的 伤 。 我 得 去 看 看 他 怎 么 样 了 
str_also_one_another_good_news_is_any_civilians_did_not_wounded_during_fight|而 且 ， 我 们 这 边 没 有 任 何 人 伤 得 很 严 重 。 这 是 个 好 消 息 。 
str_merchant_and_you_call_some_townsmen_and_guards_to_get_ready_and_you_get_out_from_tavern|你 离 开 了 酒 馆 ， 来 到 大 街 上 。 在 每 一 个 街 角 ， 你 都 能 看 到 那 些 看 上 去 很 紧 张 的 年 轻 人 。 当 你 路 过 ， 你 能 发 现 藏 在 他 们 衣 服 下 的 匕 首 和 棍 棒 ， 以 及 他 们 那 种 混 杂 着 恐 惧 、 期 待 和 自 豪 的 目 光 。 真 希 望 你 的 敌 人 并 没 有 因 为 这 些 太 过 明 显 的 破 绽 而 引 起 警 惕 ， 你 最 后 检 查 了 一 下 自 己 的 武 器 ， 准 备 开 始 行 动 。 
str_town_fight_ended_you_and_citizens_cleaned_town_from_bandits|残 余 的 匪 徒 四 散 逃 亡 ， 躲 进 了 城 镇 里 那 些 狭 窄 的 巷 子 ， 结 果 只 能 是 被 愤 怒 的 居 民 们 一 个 一 个 地 捉 住 。 你 已 经 取 得 了 完 全 的 胜 利 ， 而 受 伤 的 人 也 都 得 到 了 治 疗 。 确 认 完 这 些 事 之 后 ， 你 和 商 人 回 到 他 的 房 子 里 ， 回 顾 起 发 生 的 所 有 事 情 。 
str_town_fight_ended_you_and_citizens_cleaned_town_from_bandits_you_wounded|随 着 最 后 一 击 ， 你 倒 下 了 ， 无 法 动 弹 ， 顽 强 的 意 志 使 你 拼 命 阻 止 自 己 昏 过 去 。 不 久 ， 街 道 上 打 斗 的 声 响 变 成 了 城 镇 居 民 们 的 欢 呼 声 ， 你 知 道 你 们 这 边 获 胜 了 。 不 一 会 儿 ， 友 好 的 双 臂 把 你 从 地 上 抬 了 起 来 ， 你 安 心 地 渐 渐 入 睡 。 几 个 小 时 过 去 ， 苏 醒 后 的 你 发 现 自 己 正 躺 在 商 人 的 房 子 里 。 
str_journey_to_hirosaki|您 已 经 抵 达 弘 前 ， 这 是 陆 奥 ， 不 ， 全 日 本 最 北 的 城 市 。 
str_journey_to_tsu|您 已 经 抵 达 伊 势 的 津 ， 京 都 东 边 的 小 城 。 
str_journey_to_osaka|您 已 经 抵 达 大 阪 的 濑 户 内 海 ， 主 要 港 口 
str_journey_to_edo|你 已 经 到 了 江 户 时 代 ， 在 日 本 最 大 的 城 市 。 
str_journey_to_niigata|您 已 经 抵 达 新 泻 的 北 端 的 细 川 路 。 
str_journey_to_hakata|你 已 经 到 达 博 多 町 ， 九 州 北 部 的 主 要 港 口 。 
str_lost_tavern_duel_ordinary|你 猛 地 跌 倒 在 地 板 上 ， 你 被 醉 汉 打 倒 了 。 攻 击 你 的 人 的 怒 气 烟 消 云 散 ， 他 坐 在 椅 子 上 望 着 你 ， 嘴 里 小 声 抱 怨 着 ， 看 起 来 很 懊 悔 。 一 些 酒 馆 熟 客 把 他 哄 了 起 来 ， 然 后 把 他 推 出 门 去 。 其 中 一 个 人 来 照 料 了 你 受 的 伤 ， 不 一 会 儿 你 也 能 站 起 来 了 ， 虽 然 站 不 太 稳 ， 不 过 命 算 是 保 住 了 。 
str_lost_tavern_duel_assassin|袭 击 你 的 人 最 后 给 了 你 一 击 ， 你 猛 地 跌 倒 在 地 板 上 。 只 见 他 慢 慢 地 跪 在 你 旁 边 ， 从 衣 服 下 面 抽 出 了 一 把 长 匕 首 。 但 是 ， 就 在 他 准 备 了 结 你 的 时 候 ， 酒 馆 老 板 似 乎 重 拾 勇 气 ， 从 后 面 给 了 那 家 伙 一 记 重 击 ， 打 在 了 头 上 。 那 家 伙 失 去 了 平 衡 ， 眼 看 没 机 会 干 掉 你 ， 于 是 急 匆 匆 地 夺 门 而 去 。 他 逃 了 。 与 此 同 时 ， 一 些 酒 馆 的 熟 客 帮 你 把 伤 处 包 扎 了 起 来 ， 并 把 你 抬 到 一 间 隐 秘 的 房 间 ， 好 让 你 安 全 地 休 养 。 
str_lost_startup_hideout_attack|不 一 会 儿 ， 你 恢 复 了 意 识 ， 看 见 绑 匪 正 在 开 一 桶 酒 来 庆 祝 胜 利 ， 浑 然 忘 却 了 基 本 的 戒 备 ， 比 如 把 你 的 手 脚 绑 起 来 。 你 准 备 逃 跑 。 借 着 喧 闹 的 环 境 的 掩 护 ， 你 觉 得 也 许 有 机 会 组 织 一 些 人 反 击 。 
str_as_you_no_longer_maintain_an_independent_kingdom_you_no_longer_maintain_a_court|既 然 你 已 经 不 再 统 治 着 一 个 独 立 的 王 国 ， 你 也 不 再 有 能 力 保 留 一 个 宫 廷 。 
str_rents_from_s0|{s0}的 段 钱 与 别 栋 钱 :
str_tariffs_from_s0|{s0}的 德 钱 与 市 场 钱 :
str_general_quarrel|我 们 都 发 现 对 方 身 处 敌 对 的 阵 营 ， 彼 此 矛 盾 重 重 也 非 止 一 日 ， 早 已 怨 隙 丛 生 。 
str_the_steppes|草 原 
str_the_deserts|沙 漠 
str_the_tundra|雪 原 
str_the_forests|森 林 
str_the_highlands|高 地 
str_the_coast|海 岸 
str_my_lady_not_sufficient_chemistry|尊 敬 的 女 士 ， 我 的 心 已 另 有 所 属 。 
str_my_lady_engaged_to_another|尊 敬 的 女 士 ， 我 明 白 ， 你 已 别 有 怀 抱 。 
str_attempting_to_rejoin_party|试 图 重 新 归 队 ， 
str_separated_from_party|离 开 队 伍 ， 
str_leading_party|率 领 着 一 支 队 伍 
str_court_disbanded|既 然 你 已 经 不 再 统 治 着 一 个 独 立 的 王 国 ， 你 的 宫 廷 被 解 散 了 。 
str_i_am_not_accompanying_the_marshal_because_will_be_reappointment|我 没 有 去 追 随 元 帅 ， 因 为 我 怀 疑 我 们 的 君 主 很 快 就 会 指 派 一 个 新 的 来 取 而 代 之 了 。 
str_persuasion_opportunity|劝 说 机 会 ^保 证 成 功 所 需 关 系 ， {reg4}^当 前 关 系 ， {reg5}^成 功 几 率 ， {reg7}^损 失 {reg8}点 关 系 几 率 ， {reg9}
str_marshal_warning|你 没 在 跟 随 {s1}。 不 过 ， 你 不 会 因 此 受 到 任 何 处 罚 。 
str_follow_army_quest_brief_2|你 的 任 务 完 成 了 。 你 应 该 继 续 跟 随 {s9}的 军 队 ， 如 果 你 希 望 接 受 进 一 步 的 指 令 的 话 。 
str_greetings_playername__it_is_good_to_see_you_i_hope_that_you_have_had_success_in_your_efforts_to_make_your_name_in_the_world|我 很 高 兴 见 到 你 。 我 相 信 你 正 在 那 里 获 得 成 功 ， 让 你 自 己 名 满 天 下 。 
str_minister_advice_select_fief|也 许 我 该 建 议 你 选 择 {s4}， 就 像 封 臣 们 所 猜 测 的 那 样 。 
str_minister_advice_select_fief_wait|也 许 我 该 建 议 你 等 到 指 定 了 元 帅 之 后 再 做 决 定 ， 这 样 就 会 给 封 臣 们 一 些 时 间 来 决 定 所 要 支 持 的 对 象 。 
str_minister_advice_fief_leading_vassal|顺 便 说 一 句 ， {s4}已 经 获 得 了 你 封 臣 中 {reg4}的 支 持 。 
str_unassigned_center|( 未 分 封 )
str_s43_also_you_should_know_that_an_unprovoked_assault_is_declaration_of_war|{s43}同 时 ， 作 为 你 王 国 的 统 治 者 ， 你 应 当 知 道 这 次 突 袭 将 会 引 起 一 场 战 争 。 
str_missing_after_battle|战 斗 后 失 踪 
str_retrieve_garrison_warning|( 如 果 要 塞 判 定 给 别 人 部 队 也 许 就 救 不 回 来 )
str_s12s15_declared_war_to_control_calradia|作 为 其 在 日 本 开 疆 扩 土 的 一 点 代 价 ， {s12}{s15}也 许 会 对 {s16}不 宣 而 战 。 
str_offer_gift_description|献 上 一 件 礼 物 来 提 高 我 的 名 望 。 
str_resolve_dispute_description|解 决 一 起 争 端 来 提 高 我 的 名 望 。 
str_feast_wedding_opportunity|如 果 你 已 订 婚 而 且 女 方 的 家 人 出 席 了 ， 那 么 这 个 办 法 也 许 是 你 举 办 婚 礼 的 一 个 机 会 。 
str_s21_the_s8_declared_war_as_part_of_a_bid_to_conquer_all_calradia|{s21}。 作 为 其 征 服 日 本 开 的 一 点 代 价 ， {s8}因 为 一 点 琐 事 就 宣 战 。 
str_master_vinter|酿 酒 大 师 
str_s54_has_left_the_realm|{s54}已 经 离 开 了 这 个 国 家 。 
str_enterprise_s5_at_s0|在 {s0}的 {s5}收 入 
str_bread_site|磨 坊 
str_ale_site|酿 酒 厂 
str_oil_site|榨 油 机 
str_wine_site|榨 酒 机 
str_tool_site|炼 铁 厂 
str_leather_site|制 革 厂 
str_linen_site|亚 麻 布 织 机 
str_wool_cloth_site|羊 毛 织 机 
str_velvet_site|染 厂 
str_under_sequestration|边 境 封 锁 ， 资 金 被 没 收 
str_describe_secondary_input|另 外 ， 你 还 需 要 采 购 价 值 {reg10}文 钱 的 {s11}。 
str_profit|收 益 
str_loss|损 失 
str_server_name_s0|服 务 器 名 ， {s0}
str_map_name_s0|地 图 名 ， {s0}
str_game_type_s0|游 戏 类 型 ， {s0}
str_remaining_time_s0reg0_s1reg1|剩 余 时 间 ， {s0}{reg0}， {s1}{reg1}
str_you_are_a_lord_lady_of_s8_s9|你 是 {s8}的 {领 主 /夫 人 }。 ^{s9}
str_you_are_king_queen_of_s8_s9|你 是 {s8}的 {国 王 /女 王 }。 ^{s9}
str_for_s4|{s4}的 
str_cancel_fiancee_quest|同 样 ， 也 请 你 考 虑 其 它 我 交 给 你 的 任 务 已 经 顺 利 完 成 了 。 对 我 来 说 把 任 务 委 托 给 你 并 不 合 适 。 
str_a_duel_request_is_sent_to_s0|发 送 决 斗 邀 请 给 {s0}。 
str_s0_offers_a_duel_with_you|{s0}发 送 了 一 次 决 斗 邀 请 给 你 。 
str_your_duel_with_s0_is_cancelled|你 和 {s0}的 决 斗 已 取 消 。 
str_a_duel_between_you_and_s0_will_start_in_3_seconds|你 和 {s0}的 决 斗 将 于 3 秒 内 开 始 。 
str_you_have_lost_a_duel|你 输 掉 了 决 斗 。 
str_you_have_won_a_duel|你 在 决 斗 中 获 胜 ！ 
str_server_s0|[ 服 务 器 ]， {s0}
str_disallow_ranged_weapons|禁 止 远 程 武 器 
str_ranged_weapons_are_disallowed|远 程 武 器 被 禁 止 。 
str_ranged_weapons_are_allowed|远 程 武 器 被 允 许 。 
str_duel_starts_in_reg0_seconds|决 斗 将 在 {reg0}秒 钟 内 开 始 ……
str_dplmc_none|无 。 
str_dplmc_item_pool_no_items|没 有 战 利 品 在 战 利 品 堆 里 了 。 
str_dplmc_item_pool_one_item|有 一 个 战 利 品 在 战 利 品 堆 里 。 
str_dplmc_item_pool_many_items|有 {reg20} 个 战 利 品 在 战 利 品 堆 里 。 
str_dplmc_item_pool_abandon|将 战 利 品 留 在 战 利 品 堆 中 并 离 开 
str_dplmc_item_pool_leave|完 毕 。 
str_dplmc_hero_not_upgrading_armor|不 升 级 我 的 甲 胄 
str_dplmc_hero_upgrading_armor|升 级 我 自 己 的 甲 胄 
str_dplmc_hero_not_upgrading_horse|不 升 级 我 的 坐 骑 
str_dplmc_hero_upgrading_horse|升 级 我 自 己 的 坐 骑 
str_dplmc_hero_wpn_slot_none|保 持 现 状 ( {s10})
str_dplmc_hero_wpn_slot_horse|坐 骑 
str_dplmc_hero_wpn_slot_one_handed|单 手 武 器 
str_dplmc_hero_wpn_slot_two_handed|双 手 武 器 
str_dplmc_hero_wpn_slot_polearm_all|长 杆 武 器 
str_dplmc_hero_wpn_slot_arrows|弓 箭 
str_dplmc_hero_wpn_slot_bolts|弩 箭 
str_dplmc_hero_wpn_slot_shield|盾 
str_dplmc_hero_wpn_slot_bow|弓 
str_dplmc_hero_wpn_slot_crossbow|弩 
str_dplmc_hero_wpn_slot_throwing|投 掷 武 器 
str_dplmc_hero_wpn_slot_goods|商 品 
str_dplmc_hero_wpn_slot_head_armor|头 盔 
